*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-04 17:24:52:820307,Child Name:,test
2017-12-04 17:25:49:609975,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:49:610115,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:709404,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:49:709893,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:49:709993,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:829651,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:49:830755,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:49:830696,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:909056,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:49:909615,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:909721,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:50:023193,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:50:023976,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:50:023883,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:50:127539,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:50:128652,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:50:128534,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:50:213314,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:50:214216,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:50:214141,Detected ARTags: ,"[45, 46]"
