*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-30 19:28:03:823213,Child Name:,test
2017-11-30 19:28:34:407012,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:504726,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:505357,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:34:505525,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:608393,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:609816,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:610048,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:34:692127,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:692620,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:34:692804,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:794237,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:794426,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:34:794570,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:896331,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:896494,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:34:896658,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:995850,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:34:996313,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:34:996409,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:106795,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:107165,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:107326,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:197893,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:198604,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:198776,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:309535,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:310493,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:310739,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:392077,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:392819,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:392928,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:492487,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:493068,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:493181,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:608094,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:608915,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:609075,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:801126,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:802155,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:802365,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:35:896705,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:35:897097,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:35:897224,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:006153,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:007044,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:007199,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:191911,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:192602,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:192673,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:292489,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:292676,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:292809,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:498522,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:498726,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:498990,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:597745,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:598354,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:598557,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:792309,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:792041,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:792492,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:892495,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:892890,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:892989,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:36:993078,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:36:993387,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:36:993447,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:109496,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:110685,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:110877,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:203166,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:204151,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:204220,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:408924,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:409260,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:409521,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:492162,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:492815,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:492922,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:592357,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:592570,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:592695,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:695527,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:695825,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:696038,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:808503,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:808798,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:911454,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:915492,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:915709,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:37:994743,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:37:995075,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:37:995197,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:112234,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:112896,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:113009,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:292953,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:293197,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:293320,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:392693,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:393236,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:393411,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:510443,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:510880,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:511069,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:694728,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:695312,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:695410,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:801881,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:802942,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:803207,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:38:894098,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:38:894861,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:38:894788,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:010617,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:011774,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:011870,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:192976,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:192760,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:193143,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:296644,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:297072,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:297186,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:392686,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:393274,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:393310,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:611999,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:612689,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:613121,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:704970,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:705692,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:39:705793,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:906378,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:39:907270,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:39:907142,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:007233,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:008134,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:008252,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:094780,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:095534,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:095764,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:310111,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:311404,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:311549,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:407097,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:407987,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:408115,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:596804,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:596957,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:597040,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:691697,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:692434,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:693483,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:896931,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:897078,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:40:897145,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:992640,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:40:993133,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:40:993261,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:195834,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:196529,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:196440,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:297612,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:297920,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:297870,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:393213,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:393890,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:394856,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:592495,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:593025,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:593086,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:809731,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:810758,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:810559,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:895100,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:895363,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:41:895549,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:994660,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:41:995443,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:41:995560,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:092590,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:092826,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:092900,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:192358,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:192945,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:193011,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:297857,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:298149,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:299690,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:406538,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:407266,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:407180,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:508510,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:509761,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:509881,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:608947,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:610070,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:610269,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:700917,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:701566,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:701422,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:807232,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:808587,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:42:808469,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:892647,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:42:892915,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:42:892996,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:092152,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:092792,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:092893,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:207667,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:208652,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:208918,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:301256,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:301949,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:302178,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:408161,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:409012,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:409218,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:508801,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:510344,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:510816,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:595483,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:596141,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:596243,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:696289,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:696713,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:43:696764,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:900429,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:43:901444,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:43:901711,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:011291,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:012951,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:013194,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:107173,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:108309,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:108499,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:208229,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:208757,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:208899,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:299200,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:301237,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:301150,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:397161,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:397801,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:397730,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:491824,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:492404,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:492540,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:699272,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:699886,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:44:699985,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:914395,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:44:915227,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:44:915695,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:011458,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:012910,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:012702,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:115667,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:116605,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:116810,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:215622,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:217128,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:217641,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:309433,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:310377,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:311520,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:391725,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:392263,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:392196,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:492006,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:492402,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:492554,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:606189,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:607132,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:607364,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:704284,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:704702,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:704943,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:45:908479,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:45:909574,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:45:909759,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:010197,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:011141,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:011405,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:093878,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:094502,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:094625,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:292347,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:292631,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:292706,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:397032,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:397435,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:397535,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:492635,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:493238,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:493340,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:592250,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:592735,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:592859,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:706525,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:707535,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:707416,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:814562,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:815086,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:815268,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:46:892165,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:46:892669,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:46:892754,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:004530,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:004932,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:005094,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:096435,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:097297,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:097362,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:192354,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:192734,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:192831,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:392569,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:392827,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:392913,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:492318,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:492689,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:492626,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:594386,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:594891,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:594971,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:698375,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:698873,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:698958,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:797645,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:798555,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:47:798475,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:996932,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:47:997838,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:47:997928,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:098084,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:099180,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:099324,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:208676,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:208475,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:208877,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:410184,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:411261,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:411487,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:502684,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:503355,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:503569,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:602014,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:602172,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:602280,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:697508,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:698073,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:698156,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:793501,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:794054,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:794278,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:902232,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:902921,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:48:902832,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:997723,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:48:998827,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:48:998944,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:103507,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:49:103893,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:103798,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:49:192453,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:49:192887,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:192819,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:49:292169,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:49:292424,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:49:292549,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:391601,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:49:392177,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:392278,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:49:492161,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:28:49:492721,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:28:49:492826,Detected ARTags: ,"[61, 62]"
2017-11-30 19:28:49:592485,Detected ARTags: ,"61, 62, 63, 64"
