*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-30 19:28:03:823213,Child Name:,test
2017-11-30 19:29:43:910092,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:43:910212,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:43:993044,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:43:992815,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:43:993191,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:092506,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:093008,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:093178,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:193997,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:194759,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:194856,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:397673,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:398650,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:398562,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:494026,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:494754,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:494891,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:594854,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:595575,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:595676,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:692228,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:692822,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:692911,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:792371,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:792890,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:793000,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:44:892029,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:44:892460,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:44:892534,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:001362,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:002650,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:002784,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:102905,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:104121,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:104263,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:201703,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:202577,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:202678,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:309753,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:310194,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:310402,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:406447,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:406837,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:407016,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:493302,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:493704,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:493834,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:591961,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:592421,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:592502,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:713297,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:713936,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:714411,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:791900,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:792423,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:792471,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:45:902833,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:45:903441,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:45:903602,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:008110,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:008618,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:008835,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:098670,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:099817,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:099970,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:196106,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:196623,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:196812,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:295814,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:296518,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:296714,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:406204,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:407157,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:407348,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:494061,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:494650,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:494715,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:603092,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:604293,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:604619,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:707138,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:707963,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:708110,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:794242,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:794869,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:795021,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:896233,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:897024,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:897248,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:46:992387,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:46:992653,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:46:992604,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:091631,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:092172,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:092321,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:201270,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:201591,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:201652,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:294204,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:294653,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:294806,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:410312,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:410683,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:411021,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:508875,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:509920,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:510140,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:692304,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:692860,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:692797,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:793575,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:794118,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:794170,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:892103,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:892445,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:47:892506,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:992549,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:47:993161,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:47:993094,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:102765,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:103561,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:103731,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:204800,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:205830,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:205957,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:303223,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:304162,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:304315,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:405204,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:405940,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:406143,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:493866,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:494370,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:494494,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:692208,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:692366,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:692538,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:792191,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:792086,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:792334,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:892256,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:892805,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:892915,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:48:974705,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:48:996630,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:48:996848,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:48:999534,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:48:999705,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:48:999314,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:003200,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:49:095941,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:096555,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:097300,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:123026,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:49:192952,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:193834,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:193918,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:305697,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:307487,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:307638,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:507347,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:508021,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:507954,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:606846,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:607104,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:694365,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:694729,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:694861,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:792200,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:792687,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:49:792831,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:893084,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:49:893395,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:49:893279,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:091861,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:092326,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:092471,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:195383,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:195635,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:195750,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:291782,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:292245,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:292358,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:492577,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:492722,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:492782,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:601997,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:603515,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:603283,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:707160,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:708910,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:709127,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:801521,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:802178,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:50:802536,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:900587,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:50:901728,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:50:902100,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:007469,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:007910,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:008024,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:104460,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:105699,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:105577,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:197419,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:197981,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:197890,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:294345,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:294988,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:295107,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:491576,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:492086,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:492205,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:593169,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:593442,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:593485,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:692740,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:693190,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:693308,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:892715,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:892976,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:893129,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:51:992572,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:51:992803,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:51:992959,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:092390,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:092981,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:092929,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:191954,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:192588,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:192665,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:303654,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:305102,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:305247,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:395580,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:395924,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:396025,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:492223,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:492717,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:492843,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:607971,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:608336,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:608454,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:701466,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:701994,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:701907,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:797914,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:798266,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:798571,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:892267,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:892535,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:52:892592,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:992029,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:52:992580,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:52:992736,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:092292,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:092903,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:093004,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:192209,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:192804,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:192914,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:296248,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:296796,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:296859,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:392586,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:392299,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:392689,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:601599,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:602034,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:602421,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:792013,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:792609,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:792657,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:892256,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:892762,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:53:893128,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:992607,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:53:993376,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:53:993449,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:108020,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:108767,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:108984,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:195878,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:196581,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:196796,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:306182,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:307862,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:308011,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:405813,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:406287,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:406196,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:508631,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:509365,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:509488,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:592834,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:593081,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:593221,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:693263,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:693838,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:693950,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:792038,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:792755,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:792889,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:892786,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:893010,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:893112,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:54:992941,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:54:993617,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:54:993713,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:098541,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:099201,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:099276,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:195445,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:195983,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:196061,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:292212,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:292564,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:292926,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:493144,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:493662,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:494190,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:592368,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:592605,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:592692,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:792135,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:792635,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:55:792772,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:995437,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:55:995644,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:55:995744,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:091893,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:092414,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:092541,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:191817,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:192478,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:192560,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:306742,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:308437,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:308667,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:412278,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:413249,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:413420,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:508126,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:508494,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:508564,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:606274,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:607502,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:607622,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:692820,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:693061,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:56:693154,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:900240,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:56:901424,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:56:901790,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:008560,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:009837,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:009705,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:095643,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:095991,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:096120,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:206767,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:207003,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:207124,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:293244,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:294063,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:294134,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:392057,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:392500,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:392410,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:491540,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:492060,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:492150,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:591807,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:592317,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:592398,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:692019,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:692507,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:57:692585,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:57:792492,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:57:792588,Current State of Reading: ,Waiting for Red-card
