*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-05 16:56:00:428130,Child Name:,test
2017-12-05 16:56:20:426716,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:526255,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:20:526700,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:20:526756,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:629737,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:20:629933,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:630092,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:20:741040,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:20:742268,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:742467,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:20:838588,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:20:839783,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:20:840229,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:936869,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:20:937060,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:20:937279,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:033819,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:035043,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:035249,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:128904,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:129249,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:129430,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:226054,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:226261,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:226397,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:326638,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:327357,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:327430,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:438639,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:438508,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:438965,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:539238,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:539590,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:540007,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:640061,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:641554,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:641367,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:730752,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:731111,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:730986,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:845137,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:845946,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:21:846320,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:941722,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:21:943062,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:21:943436,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:028644,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:028978,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:029095,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:127049,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:127160,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:127274,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:225937,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:226466,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:227602,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:325646,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:326193,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:326252,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:443481,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:443763,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:444131,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:532271,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:532772,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:533072,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:645582,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:645879,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:646008,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:741107,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:743250,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:743667,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:836020,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:836663,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:836918,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:22:925886,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:22:926049,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:22:926143,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:026244,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:026433,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:026551,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:125992,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:126164,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:126237,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:239939,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:240207,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:240372,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:342964,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:343628,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:344008,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:433031,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:433478,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:433710,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:537707,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:538606,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:538744,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:643050,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:643773,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:644078,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:731520,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:731798,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:731995,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:848558,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:849419,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:23:849552,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:948603,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:23:948737,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:23:948906,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:034963,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:035617,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:035742,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:128223,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:128421,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:128537,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:233717,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:234727,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:234914,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:336901,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:337221,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:337154,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:429973,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:430709,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:430809,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:529374,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:529952,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:530050,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:626551,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:626963,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:627033,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:741799,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:742403,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:742809,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:836477,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:837199,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:24:837361,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:938123,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:24:938627,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:24:938496,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:035706,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:036067,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:036158,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:127836,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:128247,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:128923,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:226595,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:226685,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:226848,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:326639,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:326772,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:326834,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:427167,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:427275,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:427378,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:544933,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:546049,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:548484,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:636057,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:637223,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:637609,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:740146,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:740979,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:742182,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:843254,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:844363,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:844584,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:25:926769,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:25:927378,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:25:927330,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:025478,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:025935,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:026063,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:127747,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:127882,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:127996,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:227667,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:227848,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:227958,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:346105,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:346014,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:346428,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:441427,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:442541,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:442887,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:535469,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:535961,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:536127,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:642256,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:642469,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:841256,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:26:841334,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:841487,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:928384,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:26:928679,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:26:928809,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:026851,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:026946,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:126146,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:126296,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:126385,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:242385,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:242734,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:243163,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:330631,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:330938,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:331091,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:432552,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:433234,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:433371,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:542973,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:544062,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:544281,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:640870,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:641064,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:641151,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:726336,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:726497,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:726645,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:826398,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:826761,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:826711,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:27:928397,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:27:929033,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:27:928971,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:031375,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:032759,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:032668,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:142214,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:142766,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:143010,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:244039,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:245019,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:245110,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:341583,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:342882,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:343187,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:440818,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:441846,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:442022,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:526380,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:526992,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:527153,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:626396,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:626490,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:626591,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:726228,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:726399,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:726479,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:832248,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:832453,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:832589,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:28:943095,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:28:942806,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:28:943434,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:034847,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:035721,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:035922,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:139749,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:139939,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:140044,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:239558,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:240015,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:239875,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:339397,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:339808,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:339909,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:425842,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:425958,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:426047,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:526289,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:526388,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:526473,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:626159,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:626241,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:626358,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:744109,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:745098,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:744882,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:843802,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:845012,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:845220,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:29:941935,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:29:942401,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:29:942594,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:032775,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:032963,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:135384,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:135840,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:136018,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:226977,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:227106,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:326407,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:326866,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:326939,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:426080,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:426705,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:426788,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:543590,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:544245,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:544496,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:626194,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:626788,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:626929,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:732355,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:732849,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:732961,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:843468,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:844840,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:30:845001,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:935386,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:30:935529,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:30:935641,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:034552,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:034754,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:034862,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:139936,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:140695,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:140958,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:244377,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:245297,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:245517,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:340769,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:341734,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:341871,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:445305,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:444553,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:445473,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:526205,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:526639,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:526812,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:626964,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:627071,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:627212,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:726409,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:726339,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:726545,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:826416,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:826759,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:826674,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:31:926319,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:31:926918,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:31:927002,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:025932,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:026412,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:026480,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:139870,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:140344,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:140416,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:242011,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:242652,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:242915,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:337855,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:338611,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:338527,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:442220,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:442421,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:442562,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:546352,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:547109,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:547185,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:643016,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:644394,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:644771,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:742538,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:742772,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:743032,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:827702,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:828017,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:32:828175,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:32:943728,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:32:944042,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:041741,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:042964,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:043119,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:143070,Detected ARTags: ,"45, 46, 47, 48"
